AGBD2,21,60
1014111213,5,37
OOE,37,6
1CDV3,51,29
WVC7,40,14
eJTO,47,9
6S6,30,54
C0D1,28,29
28U1T,37,10
878P,32,60
8gm,51,39
7B3,17,50
0,29,8
VC,37,52
XSmH,50,45
4hc,51,53
4043,5,24
108ZQ,38,48
92P0R,31,26
91I,41,8
29,14,50
2m5K,57,62
15DAK,44,17
814CD,16,58
1,33,42
0,61,28
79,26,17
1PDWG,33,15
100000000001000001000011,2,2
171,16,27
DK,26,25
fs2,57,50
100G4,32,7
1BND,37,10
1L,27,36
8P,44,54
8,40,47
KK,54,51
34BBA,12,17
1,52,32
P,41,56
45C,60,6
8I,60,21
BTa,57,44
3137,24,14
20002,3,62
14MN,39,15
3,21,11
40A8F,19,31
PQ,31,9
DA,15,57
2,22,12
1DQ,35,51
3E,38,10
441235,6,42
4DQU,31,22
131240230,7,63
JC,34,23
1,51,19
6B2E3,20,31
BC8,16,55
2,29,46
3,23,35
PBlA,55,54
1S,39,5
3S0K,33,6
0,8,25
2032,4,47
1IN,31,23
1011111011010,2,3
1,14,60
1B,18,42
3O1E,33,7
61,12,29
1,5,22
4R7,43,5
6,25,38
yo,62,28
H,24,19
1N,49,9
2AH,19,16
69IE6,34,28
156,21,35
17Ymk,52,53
4KE,52,7
3,50,48
VVl7,51,36
2,37,38
8AJ1,25,2
5LjW,58,8
1UE,33,38
0,13,13
Yy,61,25
117MFK,24,7
1Ua,44,25
3AIM,23,57
2549,26,8
BrUW,56,18
1220,6,58
5342011,6,4
222Y6,45,34
1,55,41
2,49,54
40MH,32,41
B04A,15,8
CI6,39,47
50,20,46
2,37,55
5O,31,10
1,35,25
93C,16,25
4NA,26,19
3,29,62
3,32,33
0,40,34
4,27,11
ORc9,44,50
63,9,38
1D4710,14,16
RHT,49,7
110111111100,2,12
B457,18,60
E,16,3
1G,19,50
313,7,47
1GJ2,46,41
2OjU,47,15
7cX,45,62
15DP,63,43
eWc,42,53
3788E5,19,51
2u,63,24
TB,35,16
37DA,22,51
1D522A,14,48
2AA660,13,62
h4AS,46,56
2Rd0,60,62
VVWh,51,25
D,41,52
8,57,21
Yg7,62,38
229B,14,41
CCk,54,28
1B,43,2
2FP,28,42
21E,15,60
ETd,50,59
BFD,18,49
25525,13,35
2FT4,38,26
1KQ,48,8
1L2,42,25
hTn,55,7
3,53,22
1,7,63
120,3,37
2,4,7
OGJ6,35,18
83E,35,53
7120,8,10
S,39,30
MWI,42,39
2dW1I,41,15
1155,23,58
7,8,42
p,58,11
3,24,16
1j,56,32
80BF3,32,26
SU,32,37
11764,9,52
3,42,10
9,30,7
0,26,41
26,9,25
TPD,34,61
3H,30,53
3,61,54
J0FC,24,42
587077,13,7
5O,39,16
SGES,42,29
2,19,47
jH5t,57,14
63,36,33
j,57,7
0,41,61
0,6,22
595F4,25,11
42Y,48,23
227A,33,37
15265,8,55
1,44,46
225,47,23
25,11,60
1P,27,50
235,11,30
9MNO,30,44
N6Q,41,7
1H1,32,42
3BFD1,28,59
32CI,22,56
5Q,34,50
35GD,23,52
2Md,56,31
111,2,47
5BH,57,20
3Q,28,37
LSD0,46,37
23,31,8
V,59,42
2b9,55,28
HL17,31,40
222201202210,3,16
K5,59,30
3S60,53,59
9L67,38,50
4cL,63,7
2,56,15
67HMH,24,3
R,33,47
7,38,7
232104313,5,11
11505,8,18
2,47,6
6,44,36
6T,35,2
Kd4,44,15
3NK,52,35
A,16,23
1,54,57
113201,4,13
303,4,56
33F4,22,53
HC,23,33
3YZY,41,11
CPO,26,40
1EC,27,10
21220020202001,3,37
1A9O,29,62
NA5,41,30
132529,10,28
LH06,23,35
10000011011000000,2,15
Kj,59,32
45,7,51
L,34,31
113423243,5,34
J,53,3
18,49,2
1,56,52
1010,2,24
3,55,2
17,11,51
10133213,4,49
43043,5,25
51154,9,44
0,21,19
W,50,59
QbCc,54,50
2hU,44,51
Gois,63,60
1,21,26
BgX,53,8
1035,11,47
Dl,62,25
1111111111001,2,44
64,61,30
BML,39,36
69JAK,34,18
254B,32,10
163,18,51
14A3914,12,8
CEAc,44,32
5022,9,7
Cj3,51,10
0,5,10
1000000030,4,26
D8IE,27,41
1,40,53
1LH,28,21
0,22,50
KX,52,31
2,48,34
3I,49,35
414H,21,39
3c8,59,53
8QTJ,31,43
30gV,56,40
4FK7I,26,30
20001023211,4,28
3PFAD,27,10
1H,29,54
YPO,45,57
6,15,54
1100,2,57
16E,31,59
3J3F,54,31
4cpB,61,52
KLF,58,39
2W6C,36,21
4I,21,21
1,2,48
851B03,12,56
45900,11,16
362315,7,15
223CQ,45,57
36dL,44,42
BW2,34,14
52UG,47,41
LR4M,46,21
2DF,25,2
O9A,29,38
KPfW,59,54
7HDC,33,2
221,40,24
FGM,33,18
G5K1,32,59
2PiU,60,59
T,59,3
1,2,8
32554,6,55
20D,51,38
5q4,58,41
1e8ga,46,61
3HW2V,33,8
2836H,26,8
I3I,34,30
8,12,59
238I,40,40
131225105,7,13
4,18,45
4FA,34,45
100000220202,4,28
1EE2,28,22
1,14,46
5,56,52
1014123210,5,47
1KF,37,53
6,10,6
7B8A,33,5
EB,21,60
0,34,51
3,55,31
1S,43,48
377,14,49
AAMQ7,30,5
4cJw,61,32
73,30,50
0,35,57
180L,23,42
V,60,28
Vw,62,53
0,23,20
PBUK,55,61
1VUc1,39,14
7,41,12
3,43,37
10110,2,27
6,46,31
206F0,16,52
c,44,46
Qip,53,45
80Ci,51,48
15251542,6,53
L3g,56,39
2m,53,6
MU,54,55
2hBM,45,18
GU,33,17
GRO,38,56
351,13,17
mb,52,12
18487,11,50
5Fe,59,53
3,30,57
1,24,54
18EC,23,41
7O6MJ,27,51
79B,16,28
2121311,5,47
9,60,29
GD,61,12
EHC,37,11
1DYLL,35,9
6,59,22
5BS,59,11
JBT,35,15
1,52,37
8,47,13
OHPV,35,38
JIG,20,62
coC,59,42
13244232,5,35
1001070,8,17
3075,14,54
AN7H,29,20
75UY,42,23
28LC9,31,10
0,21,32
CH,47,3
C26,14,8
19,34,45
3918,12,61
J2H4,24,8
2,14,53
0,46,32
B0A7E4,15,15
4BG,27,30
40,58,43
2,49,3
26,12,40
103214,8,48
1aGr,54,27
Hd,49,21
4B93E,22,48
0,41,7
1MGD,26,26
DC,33,57
1U,53,58
At,62,47
2G2HI,21,32
0,23,20
480A585,11,32
QJ0E,27,9
80EF6,16,39
EmC9,52,53
737J,53,53
14PR,32,63
2HRSD,30,14
E5iO,53,34
6,52,38
3SAf,53,45
A,26,14
1ACP,61,48
3213,4,41
40AHH,19,62
1AJX,38,40
1SV,55,55
NK,40,12
2030,5,31
6fD,49,54
M,38,39
DG2,32,8
0,54,45
S9BX,53,36
7B5897,14,42
10000011100110111,2,25
QGGE,43,17
95S,29,53
H66J,25,6
15,20,60
35E9E,20,58
1TF,49,32
H,21,26
4,40,19
8,10,8
8Oun,63,23
mT,52,52
T,37,2
Gae,49,48
J9B,63,24
LI5A,23,49
12,8,20
31402332,5,30
40,6,2
4,17,25
7,15,34
2ue,58,43
2MH,51,32
52051,7,38
0,58,48
3K,57,12
2G4D83,17,24
35,61,2
10,35,55
15XD,49,21
5Ab,47,54
QV9R,34,29
20,6,23
6T5,35,25
873J,20,33
34SJK,34,37
A7,40,33
gOX,56,45
3EV,51,43
VYZA,51,63
6V,38,10
10221221200211,3,14
0,4,63
6,62,42
4ok,61,5
58ABC2,13,61
EG,43,19
R,31,22
B93,25,22
19,19,22
1BF,33,17
1,39,9
5,52,31
41A,49,12
FOC,26,51
H,27,57
1Ga,59,61
1C,23,25
18V,52,25
e,47,43
19bgB,43,12
164K,31,15
1,61,42
1IQO,35,45
48,45,29
200000202301,4,36
1K,43,5
53,12,63
15AfC,44,12
49D0,20,46
5,39,22
5T,44,58
1321512,6,55
12T,39,15
OV5b,44,11
L8,46,48
gRK,56,13
1,19,15
C,50,36
3Wh,44,13
ZL72,39,36
jAT,54,12
11A93,12,45
K9aD,47,3
38Y,61,41
7FD,59,48
VAH,47,15
6JC,26,5
2b,45,2
QVG1,34,41
6B24F,20,61
455514101,6,54
9gcI,60,10
1318J,22,21
NLL,30,61
35198,12,7
35,31,32
0,62,22
K6,28,28
1Xc9K,47,38
CZK,41,38
456K,32,63
J86F,24,16
2AB095,13,57
5,54,22
396,20,2
1SKL,33,14
1221200011,3,46
0,60,58
1610,7,31
10003B,16,55
9182A,11,13
7806012,9,15
OPh,52,33
2CO5,26,46
FBE,34,12
1Ln,51,43
4smv,60,59
D4,18,8
4c4n,61,43
234,8,42
H79,32,6
0,38,57
QGDD,43,63
15B3,18,53
48A,21,52
10112200,3,54
27BB,19,63
5R2QC,29,12
4200132,5,14
2M,27,34
63,7,39
COD,37,63
Q7,38,27
JSc,42,26
43050,6,29
aF,59,7
34320213,6,20
B3B751,13,58
1SA,38,4
4C,18,8
F2D8,26,53
1,42,60
lh3k,56,31
42E45,16,48
43,13,42
Gd,59,40
ASU,50,56
7K,37,10
1DI6AD,22,38
7B3AA9,14,12
2C,14,39
113340403,5,43
5,6,25
69FOL,34,42
3B6FL,40,39
1UZW,43,14
19MN,39,4
1qT,56,26
CE,18,17
232133313,5,63
17aT,38,38
6Pg,49,42
177183,11,7
10,13,32
0,45,61
1CqE,60,48
2,56,5
20L0,32,22
3CcG,43,17
2033324023,5,32
0,50,13
8G,30,13
14130,5,3
4,49,18
6,11,39
R,43,35
6EDC,18,5
1k8o,52,59
9169,49,15
150E,25,13
25251,6,54
100000000000000110000111,2,57
4Osr,62,13
26,39,46
1f,57,8
cr8h,60,62
C3,18,61
14FLG,37,3
34RU0,34,52
1DW5I,35,6
AS,34,21
1Tql,56,37
OXPL,44,43
10000001010100001000,2,12
14EZ8,37,6
8E2,27,48
F,40,23
0,63,35
aO,63,53
4FT,38,33
PK,53,41
22,19,6
6eX,50,19
9R1R,38,4
4rDG,60,14
111112,3,22
GB,20,36
5MVk,58,55
77519,10,56
17BHG,21,30
9,54,3
8uP,63,63
7,11,7
1T,55,22
29,18,57
5,39,39
3J2,31,35
6B341,20,27
G7,21,8
3,38,39
115,13,51
100000000010110110001,2,6
I,25,41
1,45,46
16,11,25
1KOG,58,59
B08,58,23
GMIL,25,35
1X4,59,52
L9,23,33
41,44,42
2UQ,40,37
125,6,15
12lZ,50,54
5B,36,39
2GA,17,20
5MUY,58,51
6BFe,44,59
PP,26,26
28,15,51
E,24,61
9HMJ,24,55
269K,21,59
55G2Q,30,14
WZ,48,58
AY,44,26
29,59,26
49,12,25
599,13,39
20210021101,3,32
j4M,54,53
5R,42,27
33D5A,17,29
1H6F,59,24
47H0DC,18,16
J6GC,38,42
41,27,14
PJN,36,5
5k,63,63
18L,57,56
54H,52,15
2C,25,35
100343,5,8
YL9,62,48
21,5,56
1RI,37,15
4d,46,9
8156,9,29
DCV2,34,13
C,54,34
B,38,17
277,14,11
1007C6,16,55
17B22,12,61
1Y,41,32
NNA,42,46
43305,7,24
88PG,40,46
17,51,5
1323,6,11
VJd,46,60
1,47,41
8008M,32,63
1B,46,44
I5,22,20
0,51,55
mQk,52,48
10,3,47
211111110,3,30
205,6,40
7T,53,43
11100111,2,59
39h,52,19
7K02,33,27
1KG,31,41
4330631,7,46
S,54,62
0,29,4
1K,22,20
2204232,5,23
8M2,32,48
LSul,58,14
1010111101110101,2,7
UH6,33,57
T7CC,33,5
0,9,30
39,15,35
1J8,20,63
9,15,2
G,48,25
N2Td,45,22
3,28,7
C,37,7
C5,24,55
4,19,45
67GS,44,52
8C8V,40,14
LM,43,8
1PH36,33,40
GGI3,40,61
RIB,35,22
123545,6,23
13,19,36
1A4,49,54
J,28,26
201,30,19
116K12,24,23
3XDV,41,49
JH,52,35
V,50,60
100011,2,58
0,55,42
Cg,57,39
7A,41,11
1N,41,60
38815,10,51
9T,45,29
CZi6,55,54
10221121220112,3,5
1e,49,59
2B100A,13,27
2,20,58
3,43,51
2TT6,36,38
CDJ,53,25
74,15,44
3,35,25
3x,63,60
D,22,28
92LFU,31,26
4FB9,17,18
2,21,6
2,10,26
19D,47,49
1322,4,18
3282F,17,2
100,5,5
E4WN,53,29
G5UA,32,36
G22H5,19,53
212K0A,21,36
1243510,6,12
C,24,51
6HG,42,17
1,2,35
1555,6,25
58F,59,12
1,29,39
4u8,58,48
130,4,7
3,48,28
331,4,29
1G7J,46,32
U,40,10
11111001101010,2,29
385,25,10
4,26,48
5N6,41,46
3cQB,52,25
1,52,56
113243123,5,50
Gmzo,63,20
3X,34,6
4,25,19
1,10,8
31,60,24
2452505,6,17
40YC7,38,28
3,23,10
59717,25,58
188,15,4
A,21,61
4,54,15
C,44,29
1HKH,28,30
M,36,7
61L,48,10
4334251,7,11
4,11,42
0,17,46
4,60,46
9m,49,51
AE,43,12
13304011,5,6
oNDY,55,56
2,13,36
1,43,22
TI,50,53
1186AC9,14,15
1,30,50
25,6,62
0,13,42
NKc,53,46
1,2,57
48,19,56
2AM3N,44,5
66A0,13,34
7,52,30
4SI,35,36
8,61,46
AP,47,24
3BE,45,57
23032,5,38
3c6j,52,35
6KP4,55,54
DY,54,23
F200,17,10
2,25,31
5,46,35
1eQ,56,20
0,40,30
16,56,23
23,12,26
V,46,57
P2,40,39
1,35,7
1K,27,54
11,37,36
207B,13,25
98V,46,35
2551353,6,12
3,30,4
877,15,11
3SGg,53,4
1oP,61,28
2OF,29,50
iYP,55,3
23611246,7,7
294E7,15,57
2,56,52
49,10,47
11303,4,46
34254432,6,2
20000020102,4,39
880174,9,34
4H6R,39,50
298A720,12,3
33,4,20
1NrV,57,58
5bfg,45,13
6KCV,55,29
20001333320,4,40
3bT,47,37
14D,16,54
0,37,19
111022220100,3,16
0,57,6
4AAJD,22,29
108B,27,24
59A3E,25,37
2,31,47
9DD3,15,59
4KO,45,61
1NKD,35,32
8D1B,16,15
4VJK,38,58
587B8A,13,19
4,60,43
1HE,48,31
5184,9,22
9329,10,52
2AP,55,58
D,62,62
10101111010,2,14
Bo,53,5
6EF,20,17
7B,42,22
1E3BB,29,56
10,35,25
82,36,15
2B,20,40
5075H,18,57
18,16,42
1,25,45
2dtQ,58,16
5G,62,53
120210101210122,3,53
5Pc,56,16
3BWb,55,45
HiKW,49,63
BA3,19,37
709,17,20
3QN,42,57
B40A79,13,57
92,12,38
XS0a,50,43
I1,21,61
ZD,38,55
7627,17,34
8897,20,44
22,4,5
1940,18,7
210,3,41
1E2D,28,9
3V,47,46
AHX,63,17
E,60,21
MU,33,59
JN,39,42
0,7,59
15,43,36
1A,47,46
8XT,35,44
13Kq5,53,33
0,60,37
eIdY,47,61
2Ui,59,44
10TB,30,51
WGg,46,28
0,61,29
1DSQD,29,26
0,30,59
6FK,51,41
1567H,18,61
1I38,36,6
BqD,54,38
224381,9,17
409O,32,48
2B830D,15,63
2,35,54
37A4,17,9
CW,46,12
PM7,31,4
1OGY,57,30
13,8,8
WVA7,40,55
6,47,26
5,52,5
0,2,38
C3,46,60
G3,51,13
0,62,30
1Ge,58,3
2TFf,47,28
10100111110110,2,24
1P,33,10
BZ3,44,42
1,30,16
mXg,52,51
35,14,23
E8,60,41
2D7,16,53
2,37,18
5Bo,57,13
e,62,31
Df,52,7
1,6,18
1Q81P,27,54
0,55,24
5Ff,56,5
Gl,57,59
4baF,38,46
1,7,62
QNBJ,34,39
1,47,5
1GKC,21,4
1,58,38
WN8,45,49
4,28,20
58788,21,58
275,14,56
5,33,20
21EA,32,63
TE,59,14
400ED6,16,37
13NNO,26,48
a,44,2
1242,5,16
B,54,30
1,31,13
EO5L,26,49
6hm,57,21
UObX,41,26
N,27,44
3QWQ,33,58
1,22,20
2D,20,34
4VZ6,38,56
9,11,49
862,13,41
4hV,60,13
PJI,40,39
4C4,33,32
3032,4,2
2R,60,4
5,58,22
300,11,3
7,10,49
7c,44,39
66C73,17,24
J,54,50
1111110,2,41
Lbr,55,29
10B,58,21
A,26,39
4k,61,41
4QG,27,2
1,2,43
13M45,26,25
0,24,16
Zb,61,45
9,59,26
C,57,36
D,19,52
224381,9,58
1H,37,56
1,58,38
TcU,47,13
YX,45,52
4PG,43,39
3,11,28
0,54,46
W,51,37
6Cv,63,39
A,42,44
G,25,19
D2,24,42
Ac,44,13
m,50,62
j6,51,22
2,59,6
25,6,7
7,54,58
5163,7,2
2HWZ5,36,11
3,13,3
0,60,56
1N,59,58
MQ,38,19
1MN,31,6
3759,28,28
5d,47,56
1C44,15,52
4UK,45,36
5421543,6,19
102112,3,16
22G4,20,56
X,40,7
1S5Z,44,63
Gp4q,63,52
w,63,5
34,29,34
377355,19,17
214200,6,17
1DN,40,9
SES,37,62
4,32,18
45,60,52
1011,10,51
1D3AD8,19,38
12,10,45
1,12,15
G1FB4,19,5
0,44,56
1,41,22
AKS,40,16
1223340,5,3
B89,14,53
11010110,2,63
20000E,16,4
1F,39,51
ei,47,53
j,48,62
66533,8,8
V,38,56
9,63,51
526646,10,7
2,10,62
3D,37,5
9,55,33
48HG,25,10
528572,10,26
SWZ,48,45
0,14,60
11000,2,60
4101002,5,44
101253,8,19
1030110,4,55
oL9,51,34
298B9,15,60
2,4,39
1WP,54,57
3D,15,11
11,36,29
1000000000000111111001,2,48
XYe9,63,27
225540522,6,42
B,25,27
1ED,48,11
2G4785,17,22
E56O,53,57
2,37,7
1S9a,43,59
2SG,44,51
2,25,8
3HO1R,33,5
1,6,48
IUN,42,55
1,49,14
24,15,2
490,10,38
4OoQ,62,29
42A98A,12,38
1,57,36
7,32,42
1,57,3
5MNX,36,32
69M2T,34,40
X1j,47,63
57Ra,47,61
8DKS,40,16
1,53,14
443C,40,3
39M1,55,28
I,32,37
L,63,9
27Vm,63,45
2B1B7,18,6
3,40,35
Y,35,29
48,25,57
3DAB,17,57
UXA,34,11
E2,37,47
120,7,13
12,52,8
1Cc,46,56
AD,45,55
4UR,50,14
B844,23,55
398,54,53
8,44,56
1,31,55
1,7,39
B0B,15,7
0,29,14
2Vhb,46,9
34G,56,22
3961,18,55
14H7,19,12
6,42,48
1gP,58,18
0,9,8
12210,3,48
4121414202,5,48
B0AB0A,15,43
c,57,37
2C9FI8,20,37
100000100010001011,2,57
5544,6,12
25I,39,34
3H46E,23,23
